portfolio_id,customer_id,mandate,risk_profile,account_type,benchmark,currency,inception_date,adviser_id,province,reg28_regulated,fee_bps,market_value_zar
PF00198,CUST128496,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2019-12-11,ADV003,Gauteng,1,70,19599283.29
PF00199,CUST043115,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2017-05-23,ADV013,Mpumalanga,1,105,5750465.02
PF00200,CUST407898,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-04-09,ADV006,Limpopo,1,70,38713056.09
PF00201,CUST329848,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-04-06,ADV025,Gauteng,1,110,22563128.94
PF00202,CUST359848,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2024-12-20,ADV006,KwaZulu-Natal,1,70,39014415.39
PF00203,CUST273323,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2017-07-06,ADV019,Western Cape,1,70,44662462.05
PF00204,CUST030763,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2024-07-27,ADV004,Western Cape,1,120,4068551.53
PF00205,CUST282330,Conservative Income,Conservative,Endowment,ALBI,ZAR,2023-08-23,ADV008,Western Cape,1,70,3466284.62
PF00206,CUST120502,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2017-03-12,ADV024,North West,1,110,2444051.96
PF00207,CUST040552,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2024-01-02,ADV008,KwaZulu-Natal,1,95,37356500.81
PF00208,CUST494858,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2018-04-26,ADV023,Eastern Cape,1,110,16358243.53
PF00209,CUST311720,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2021-03-07,ADV028,KwaZulu-Natal,1,105,862323.74
PF00210,CUST302172,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2018-08-06,ADV018,Western Cape,1,95,2716700.16
PF00211,CUST346048,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-12-10,ADV007,Mpumalanga,1,105,9470694.46
PF00212,CUST470064,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2021-05-26,ADV018,North West,1,110,6200484.65
PF00213,CUST092951,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2021-09-12,ADV015,Eastern Cape,1,95,31552919.51
PF00214,CUST078118,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2017-06-13,ADV009,Gauteng,1,70,24157965.63
PF00215,CUST489594,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2016-05-14,ADV015,Gauteng,1,110,20774803.28
PF00216,CUST162012,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2018-06-25,ADV027,Mpumalanga,1,105,1901245.84
PF00217,CUST402408,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2018-08-12,ADV015,Western Cape,1,120,11406960.36
PF00218,CUST113769,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2016-03-21,ADV016,Western Cape,1,95,19466040.19
PF00219,CUST219804,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2015-05-18,ADV006,Gauteng,1,105,11394333.0
PF00220,CUST312957,Money Market,Conservative,Living Annuity,STeFI,ZAR,2023-08-24,ADV014,Free State,0,35,5955620.88
PF00221,CUST005647,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2020-12-20,ADV003,Gauteng,1,70,6548499.42
PF00222,CUST353078,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2017-04-01,ADV008,Gauteng,1,110,9733663.31
PF00223,CUST235230,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-11-14,ADV025,Gauteng,1,70,1626524.47
PF00224,CUST286080,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2015-04-17,ADV011,Western Cape,1,95,14385119.09
PF00225,CUST029602,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-10-12,ADV011,Gauteng,1,110,20728004.8
PF00226,CUST012872,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2018-10-23,ADV023,Free State,1,70,970301.65
PF00227,CUST219553,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2024-07-29,ADV008,Western Cape,0,100,7608144.51
PF00228,CUST376133,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2025-11-10,ADV010,KwaZulu-Natal,1,95,7456823.68
PF00229,CUST107062,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2016-03-03,ADV002,Gauteng,1,105,7184788.89
PF00230,CUST360639,Property Focus,Moderate,Endowment,SAPY,ZAR,2022-09-28,ADV018,Gauteng,0,100,6774039.06
PF00231,CUST442871,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2025-12-02,ADV002,Western Cape,1,95,6839078.53
PF00232,CUST412480,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2025-12-08,ADV005,Gauteng,0,105,3208920.43
PF00233,CUST473434,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2018-10-24,ADV026,Gauteng,1,95,3955495.93
PF00234,CUST277442,Property Focus,Moderate,Discretionary,SAPY,ZAR,2018-11-20,ADV026,Western Cape,0,100,5154261.93
PF00235,CUST278401,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2015-03-06,ADV019,Western Cape,1,100,8121288.18
PF00236,CUST204839,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2022-07-26,ADV016,Free State,1,70,5096388.16
PF00237,CUST356255,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2017-03-21,ADV007,Western Cape,0,105,18081945.67
PF00238,CUST214949,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-07-29,ADV020,KwaZulu-Natal,1,110,20430514.55
PF00239,CUST190500,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2021-10-10,ADV023,Eastern Cape,0,100,29133877.24
PF00240,CUST461882,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2025-08-08,ADV021,Gauteng,1,105,11896496.83
PF00241,CUST240932,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2022-03-14,ADV021,North West,1,120,954768.38
PF00242,CUST000298,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2017-02-12,ADV024,Gauteng,1,105,70868419.86
PF00243,CUST193001,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2024-08-03,ADV011,Eastern Cape,1,70,4872567.57
PF00244,CUST027209,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2017-08-09,ADV024,Free State,1,120,10518971.7
PF00245,CUST211274,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2025-06-12,ADV019,Gauteng,1,95,36499752.56
PF00246,CUST275382,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2022-08-20,ADV011,Gauteng,0,100,7745507.83
PF00247,CUST201514,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-12-16,ADV022,Gauteng,1,120,3815193.61
PF00248,CUST227460,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2024-10-22,ADV019,Gauteng,1,95,35150158.55
PF00249,CUST425576,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2018-11-14,ADV004,Gauteng,1,120,6351843.78
PF00250,CUST092063,Money Market,Conservative,Living Annuity,STeFI,ZAR,2018-02-12,ADV025,KwaZulu-Natal,0,35,2216443.83
PF00251,CUST457954,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2016-01-24,ADV028,Gauteng,0,105,938917.73
PF00252,CUST018695,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2024-04-18,ADV016,Gauteng,1,120,213066887.0
PF00253,CUST082554,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2022-10-19,ADV004,KwaZulu-Natal,1,70,5558879.55
PF00254,CUST043027,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2023-02-11,ADV006,Western Cape,1,70,6764238.37
PF00255,CUST136785,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2023-12-23,ADV027,Eastern Cape,1,35,16726408.87
PF00256,CUST367906,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2017-04-03,ADV008,KwaZulu-Natal,1,100,4400385.81
PF00257,CUST437063,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2024-01-02,ADV002,KwaZulu-Natal,1,110,3752211.97
PF00258,CUST405006,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2025-03-03,ADV007,Western Cape,1,70,7358417.84
PF00259,CUST412365,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2024-08-04,ADV027,Gauteng,1,70,5785451.87
PF00260,CUST090662,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2025-04-24,ADV020,KwaZulu-Natal,1,110,2729845.63
PF00261,CUST145720,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2021-09-13,ADV026,Limpopo,1,100,1368660.43
PF00262,CUST438607,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2018-02-26,ADV028,Gauteng,1,120,65044261.68
PF00263,CUST430335,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2025-03-12,ADV004,Gauteng,0,105,16262158.69
PF00264,CUST246072,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2017-07-01,ADV010,Western Cape,1,95,12190509.22
PF00265,CUST169839,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2022-09-22,ADV019,Limpopo,0,100,4114036.17
PF00266,CUST349580,Conservative Income,Conservative,Endowment,ALBI,ZAR,2022-09-15,ADV004,Gauteng,1,70,2361855.73
PF00267,CUST117126,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2016-04-08,ADV008,Gauteng,1,95,932708.06
PF00268,CUST442842,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2025-05-17,ADV007,Western Cape,0,105,4363862.96
PF00269,CUST282853,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2022-08-29,ADV020,Gauteng,1,100,9590159.67
PF00270,CUST161259,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-02-03,ADV025,Eastern Cape,1,95,1678956.04
PF00271,CUST174488,Money Market,Conservative,Discretionary,STeFI,ZAR,2021-07-07,ADV019,Gauteng,0,35,12191100.94
PF00272,CUST332737,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2015-04-02,ADV011,Gauteng,1,95,1241006.25
PF00273,CUST352680,Money Market,Conservative,Discretionary,STeFI,ZAR,2021-07-03,ADV010,Western Cape,0,35,20074921.49
PF00274,CUST464624,Money Market,Conservative,Living Annuity,STeFI,ZAR,2023-06-11,ADV001,Gauteng,0,35,26738400.55
PF00275,CUST457480,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2020-08-29,ADV002,Gauteng,1,110,113416357.6
PF00276,CUST210869,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2016-01-16,ADV019,Gauteng,0,100,26777557.73
PF00277,CUST360264,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2024-06-16,ADV005,Western Cape,1,110,1376932.82
PF00278,CUST235948,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2022-10-10,ADV011,Gauteng,1,120,35462901.13
PF00279,CUST390581,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2024-11-24,ADV008,Western Cape,1,120,15815256.89
PF00280,CUST123738,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2015-11-18,ADV012,Gauteng,1,35,13199148.59
PF00281,CUST346501,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2018-12-31,ADV013,Free State,0,100,20724243.77
PF00282,CUST095544,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2023-04-17,ADV013,Western Cape,1,110,11093252.9
PF00283,CUST056162,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2015-07-04,ADV012,Gauteng,1,95,2397357.72
PF00284,CUST179705,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-06-21,ADV022,KwaZulu-Natal,1,110,17327733.27
PF00285,CUST341792,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2019-06-19,ADV009,KwaZulu-Natal,0,100,1969262.87
PF00286,CUST447728,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2022-09-13,ADV018,Gauteng,0,105,20900524.03
PF00287,CUST168017,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-01-19,ADV002,Western Cape,0,35,51400505.23
PF00288,CUST080789,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2018-03-24,ADV014,Western Cape,1,120,13734582.38
PF00289,CUST037244,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2021-03-03,ADV014,KwaZulu-Natal,0,100,6906579.68
PF00290,CUST178113,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2021-11-11,ADV024,KwaZulu-Natal,1,70,10641157.07
PF00291,CUST210940,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2020-01-04,ADV024,Western Cape,1,95,14754968.3
PF00292,CUST151202,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2022-09-30,ADV004,Free State,1,105,546586.73
PF00293,CUST409686,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2025-04-24,ADV008,KwaZulu-Natal,1,120,2568226.57
PF00294,CUST433645,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2018-12-05,ADV027,Gauteng,1,95,9260563.24
PF00295,CUST406318,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2015-12-27,ADV006,Gauteng,1,70,3301538.91
PF00296,CUST014387,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2017-12-03,ADV007,Gauteng,1,120,11628058.75
PF00297,CUST154820,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-05-26,ADV017,Mpumalanga,1,110,55937609.65
PF00298,CUST037248,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2022-04-06,ADV013,Free State,1,100,2467888.69
PF00299,CUST179354,Money Market,Conservative,Discretionary,STeFI,ZAR,2021-05-27,ADV020,Gauteng,0,35,12611729.96
PF00300,CUST221157,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2017-01-09,ADV008,Gauteng,1,70,48817707.38
PF00301,CUST019171,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-07-30,ADV026,Gauteng,1,120,7043448.47
PF00302,CUST247755,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2021-09-22,ADV004,Western Cape,1,110,24281363.05
PF00303,CUST237734,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2020-05-05,ADV019,KwaZulu-Natal,0,100,17337122.41
PF00304,CUST150297,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2015-04-14,ADV025,Western Cape,1,110,25808348.77
PF00305,CUST188979,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2015-04-02,ADV004,Gauteng,1,110,1670392.49
PF00306,CUST454754,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2024-09-09,ADV025,Western Cape,1,95,15144950.45
PF00307,CUST264900,Money Market,Conservative,Discretionary,STeFI,ZAR,2019-01-11,ADV003,Northern Cape,0,35,10334255.66
PF00308,CUST452776,Money Market,Conservative,Endowment,STeFI,ZAR,2018-10-17,ADV009,KwaZulu-Natal,0,35,38616231.9
PF00309,CUST322846,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2022-02-20,ADV019,Western Cape,1,95,8780640.48
PF00310,CUST248237,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2024-05-02,ADV021,Western Cape,1,35,14809957.43
PF00311,CUST080356,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2020-05-07,ADV008,Eastern Cape,1,70,45475665.49
PF00312,CUST187036,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-08-06,ADV002,Western Cape,1,120,1088795.56
PF00313,CUST128556,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-11-21,ADV014,Western Cape,1,110,1725129.76
PF00314,CUST050308,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2025-10-22,ADV016,Gauteng,1,95,2286517.87
PF00315,CUST172926,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2019-04-07,ADV024,Gauteng,1,120,28187473.97
PF00316,CUST425767,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2018-07-06,ADV026,Gauteng,1,70,118133791.26
PF00317,CUST247977,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2023-07-23,ADV019,Free State,1,95,21863224.55
PF00318,CUST327782,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-07-26,ADV028,KwaZulu-Natal,0,35,8559884.41
PF00319,CUST314741,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2022-02-25,ADV018,Western Cape,1,105,2106605.86
PF00320,CUST141936,Property Focus,Moderate,Discretionary,SAPY,ZAR,2018-02-01,ADV006,Western Cape,0,100,58717039.32
PF00321,CUST032465,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2018-12-19,ADV025,Gauteng,1,95,21092468.63
PF00322,CUST431726,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2019-10-31,ADV018,Gauteng,1,120,47371845.67
PF00323,CUST215922,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2018-11-25,ADV013,Western Cape,1,105,11553117.46
PF00324,CUST187056,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-03-31,ADV003,Limpopo,1,35,125009878.66
PF00325,CUST135459,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2022-08-30,ADV015,Gauteng,1,95,30986265.89
PF00326,CUST363712,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2016-07-27,ADV019,Western Cape,1,120,10085166.77
PF00327,CUST139616,Conservative Income,Conservative,Endowment,ALBI,ZAR,2025-03-13,ADV018,Gauteng,1,70,1741910.39
PF00328,CUST182305,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-12-29,ADV001,Gauteng,1,110,40631953.54
PF00329,CUST153023,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-06-27,ADV015,Gauteng,0,105,4610849.24
PF00330,CUST053401,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2017-12-08,ADV008,Mpumalanga,1,120,3045180.93
PF00331,CUST170315,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-09-14,ADV026,Gauteng,1,35,20407372.18
PF00332,CUST341211,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2020-05-23,ADV005,Gauteng,1,95,929620.62
PF00333,CUST287058,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2016-06-19,ADV021,Free State,1,70,19205119.72
PF00334,CUST386123,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2018-02-13,ADV006,Western Cape,1,110,5466777.95
PF00335,CUST420184,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2016-11-06,ADV016,Gauteng,1,100,5190012.17
PF00336,CUST280570,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2023-11-24,ADV020,KwaZulu-Natal,1,105,20519649.8
PF00337,CUST179151,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2025-03-06,ADV011,Western Cape,1,120,2984414.6
PF00338,CUST459665,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-03-21,ADV002,Gauteng,1,110,1577987.34
PF00339,CUST363802,Money Market,Conservative,Discretionary,STeFI,ZAR,2019-03-27,ADV003,Eastern Cape,0,35,2945459.08
PF00340,CUST211802,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2021-06-08,ADV001,Western Cape,1,105,4956986.69
PF00341,CUST397073,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2022-08-08,ADV001,Gauteng,1,35,41518016.13
PF00342,CUST126575,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2016-05-15,ADV025,Mpumalanga,1,95,34985598.45
PF00343,CUST378655,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2024-04-18,ADV014,North West,1,120,28712298.32
PF00344,CUST389473,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-12-17,ADV005,KwaZulu-Natal,1,95,2290804.87
PF00345,CUST255385,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2017-07-19,ADV012,Eastern Cape,1,95,24847786.84
PF00346,CUST196668,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2021-02-26,ADV014,Western Cape,1,120,2553788.46
PF00347,CUST354177,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2018-10-09,ADV015,Gauteng,0,105,10785035.64
PF00348,CUST081975,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2020-08-08,ADV020,North West,0,105,60742497.48
PF00349,CUST361389,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-08-24,ADV020,Gauteng,0,105,17719466.1
PF00350,CUST390402,Property Focus,Moderate,Endowment,SAPY,ZAR,2023-12-07,ADV019,Gauteng,0,100,7585619.84
PF00351,CUST380994,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2015-09-08,ADV015,Free State,1,110,3575436.38
PF00352,CUST364415,Money Market,Conservative,Living Annuity,STeFI,ZAR,2023-06-12,ADV023,Western Cape,0,35,2507707.46
PF00353,CUST285007,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2020-04-18,ADV026,Western Cape,1,105,7506070.54
PF00354,CUST442144,Property Focus,Moderate,Discretionary,SAPY,ZAR,2016-09-26,ADV019,Western Cape,0,100,493755.81
PF00355,CUST320454,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2015-11-19,ADV017,Gauteng,1,70,10490409.68
PF00356,CUST487559,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2016-06-27,ADV001,Western Cape,0,105,68397762.52
PF00357,CUST282830,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-07-06,ADV002,KwaZulu-Natal,1,110,22399406.28
PF00358,CUST004620,Money Market,Conservative,Pension Fund,STeFI,ZAR,2021-06-10,ADV020,Limpopo,1,35,41846318.3
PF00359,CUST492008,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2016-05-13,ADV004,Western Cape,1,100,7635670.64
PF00360,CUST043919,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2017-07-04,ADV025,KwaZulu-Natal,1,70,27882882.87
PF00361,CUST327945,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2015-07-16,ADV004,Western Cape,1,110,4217020.51
PF00362,CUST184920,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2023-06-16,ADV006,Eastern Cape,1,105,12384796.23
PF00363,CUST216624,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2019-12-15,ADV015,Free State,1,120,6642522.52
PF00364,CUST110957,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2025-09-02,ADV017,North West,1,95,5346177.28
PF00365,CUST448241,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2021-08-17,ADV005,KwaZulu-Natal,1,100,6286780.46
PF00366,CUST184849,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-03-26,ADV003,Gauteng,1,110,11456980.6
PF00367,CUST023608,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2021-10-09,ADV007,Gauteng,1,110,17031005.76
PF00368,CUST112434,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2021-07-14,ADV024,Free State,1,110,603718.1
PF00369,CUST216112,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-12-21,ADV008,KwaZulu-Natal,1,120,13375412.91
PF00370,CUST181150,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2016-08-26,ADV026,Gauteng,1,120,15428990.55
PF00371,CUST351348,Property Focus,Moderate,Endowment,SAPY,ZAR,2024-03-16,ADV003,KwaZulu-Natal,0,100,29240468.12
PF00372,CUST493748,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2021-10-10,ADV016,Gauteng,1,70,9076757.79
PF00373,CUST077722,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2019-12-21,ADV026,North West,1,70,11887457.18
PF00374,CUST200712,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-01-25,ADV028,Gauteng,0,105,1433406.57
PF00375,CUST047074,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2021-04-26,ADV022,Western Cape,1,70,22669720.46
PF00376,CUST301402,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-04-24,ADV024,Western Cape,1,120,3527554.79
PF00377,CUST122332,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2021-12-30,ADV008,Gauteng,1,110,43934592.92
PF00378,CUST403418,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2020-06-10,ADV017,Free State,1,70,3727647.92
PF00379,CUST202630,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2017-05-13,ADV007,Western Cape,0,35,3931446.14
PF00380,CUST081225,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2022-10-02,ADV012,Eastern Cape,1,70,7309086.68
